id,"Your answer: Republican/Democrat. Type: ""r"" or ""d""",Tweet text
21276914,d,"We need to do more to help the most vulnerable among us.
 
Renters deserve to have protection against eviction and homelessness during the #COVID19 pandemic. That's why I'm proud to cosponsor @SenSherrodBrown's bill to do just that – because it is simply the right thing to do."
20725515,r,"The people of #HongKong are sending a clear message to Communist China.

No corrupt new security law will silence their hunger for democracy, human rights, and freedom."
21978454,d,"Pres. Trump has been clear that he wanted Justice Barrett on the Court to help him in election challenges. Democrats asked Justice Barrett at her hearing to commit to recuse herself from cases involving the ongoing election, and she refused. This left a cloud over her nomination."
21366967,r,This is not true. I support renaming the post office in OKC after Oklahoma’s civil rights leader Clara Luper.
21557051,d,"While screaming about draining the swamp, Trump was doing the opposite. Since 2016, Trump has built the most corrupt, unconstitutional, and lucrative favors-in-exchange-for-profit system while robbing American workers. Another reason we need Deutsche Bank's records with Trump."
21597608,d,Judge Barrett’s record shows she is willing to ignore precedent to strike down gun safety measures that have been upheld for years & which the majority of Americans overwhelmingly support.
21658098,r,Despicable behavior from Twitter locking Kayleigh McEnany’s account. This is the real election interference.
21984465,d,"I applaud @RepDonYoung for his efforts on this important legislation, and I look forward to seeing the support this will provide Native businesses, particularly as we continue to navigate the #COVID19."
20959778,d,"We must come together to take action now, before we lose any more time to save lives and prevent costly mistakes."
21528308,d,"Hunger knows no borders. @WFP – under the dedicated leadership of my friend @WFPChief David Beasley – helps those in dire need of food, especially during emergencies and in conflict zones where food is often used as a weapon.

Congratulations on your #NobelPeacePrize2020!"
22035870,d,"Latinas face a larger wage gap compared to white men than any other group in the country, making 55 cents on the dollar. It's unequal, unjust, and unacceptable.
 
It's time the Senate pass the #PaycheckFairnessAct. #LatinaEqualPayDay"
20993431,d,"The #COVID19 crisis has underscored the need for a robust health care infrastructure and medical research. NIH funding must be a national priority so we can invest in research that leads to more progress, more solutions and more lives saved. #Members4MedicalResearch @RallyForNIH"
